question_id,question_content,question_language,question_topic,question_user_country_code,question_sent,translated_en
3937498,JE KANGA INAWEZA TANGA MAYAI NGAPI?,swa,guinea-fowl,ke,2017-11-27 17:03:40+00:00,How long can I live?
3937540,S.vifaranga vyangu vimepofuka huu in ugonjwa gani na dawa ni nini ?,swa,chicken,ke,2017-11-27 17:05:47+00:00,What disease and what medication do I use my money for?
3937551,s si munitumie credo ya 50 niwabie k2 ya mahana,swa,,ke,2017-11-27 17:06:11+00:00,S si munitumie credo of 50 niwabie k2 of mahana
3937562,Q Kondoo Akipewa Dawa Ya Minyo Akaye Siku Ngapi Ili Apewe Tena,swa,sheep,ke,2017-11-27 17:06:46+00:00,"Q If a sheep is given a medication for drinking, how long does it take to be given again?"
3937578,E   orikwenda omusiiri rwebihimba byamusingyirira bihisiize nebyokushogora  tell  0781650903 NDI  HAMURWA RUBANDA,nyn,,ug,2017-11-27 17:07:21+00:00,E orikwenda the musician of thebihimba byamusingyirira  bihisiize and byokushogora tell 0781650903 AND HAMURWA RUBANDA
3937595,NG'OMBE WANGU ANA KUPE JE.DAWA YAKE NINI?,swa,cattle,ke,2017-11-27 17:08:12+00:00,Where is my life?What is it?
3937624,"s, pia nataka namba ya Hannah",swa,cereal,ke,2017-11-27 17:09:40+00:00,"S, I also want Hannah's number."
3937624,"s, pia nataka namba ya Hannah",swa,cotton,ke,2017-11-27 17:09:40+00:00,"S, I also want Hannah's number."
3937629,"s, ningetaka kujua sungura anakomaa baada ya muda gani kwa sababu dio naanza ukulima wa sungura",swa,rabbit,ke,2017-11-27 17:10:07+00:00,I'd like to know how long it takes for a rabbit to mature because it has started to grow rabbits.
3937648,"s,Kuku wa kienyeji wanfugwa aje?",swa,chicken,ke,2017-11-27 17:10:57+00:00,Q. How do you know what's going on in your kitchen?
3937648,"s,Kuku wa kienyeji wanfugwa aje?",swa,poultry,ke,2017-11-27 17:10:57+00:00,Q. How do you know what's going on in your kitchen?
3937665,wakati waupanzi mahindi ni mbegu gani mzuri unaweza panda sehemu kama nyamira,swa,maize,ke,2017-11-27 17:11:38+00:00,"When you grow corn, which seeds are good, you can plant a part of it like a panda."
3937683,E#  nimbuza  ngu  ebihimba  hati  biri  arizingahi?.,nyn,bean,ug,2017-11-27 17:13:05+00:00,E# nimbuza by ebihimba that are arizingahi?.
3937765,Mkulima anauliza: wakati waupanzi mahindi ni mbegu gani mzuri unaweza panda sehemu kama nyamira Jibu S38 ikifuatiwa na jibu lako.,swa,maize,ke,2017-11-27 17:17:54+00:00,"The farmer asks: when you grow corn, what kind of seeds are good for you to plant, if you want to get rid of the Jibu S38 followed by your answer."
3937773,E ninyenda kumanya embeyi ye bicori ne bihimba,nyn,maize,ug,2017-11-27 17:18:22+00:00,I'd like to know the origins of bicori and bihimba.
3937773,E ninyenda kumanya embeyi ye bicori ne bihimba,nyn,bean,ug,2017-11-27 17:18:22+00:00,I'd like to know the origins of bicori and bihimba.
3937778,"E obutunda bwaje nibutela oburabwo bwa kinekye bwanga kukura, nkoreki?",nyn,passion-fruit,ug,2017-11-27 17:18:26+00:00,"What's the next crop and what's the next crop to grow, right?"
3937791,S Naulisa vitungu ikiungua matawi inawexa athiri viazi yake ama haiwezi,swa,onion,ke,2017-11-27 17:19:03+00:00,S Naulisa witungu ki burning branches has to eat its potatoes or not.
3937791,S Naulisa vitungu ikiungua matawi inawexa athiri viazi yake ama haiwezi,swa,potato,ke,2017-11-27 17:19:03+00:00,S Naulisa witungu ki burning branches has to eat its potatoes or not.
3937804,s mbuzi beberu ni pexa ngpi mwenye amekomaa na ananguvu?,swa,goat,ke,2017-11-27 17:19:59+00:00,How many goats and fish are mature and strong?
3937806,"Ng'ombe Wangu Ako Karibu Kuzaa, Lakini Matiti Yake Inatoa Maziwa  Nimpe Dawa Ipi?",swa,cattle,ke,2017-11-27 17:20:03+00:00,"My cow is about to give birth, but what kind of milk and medication does its eggs produce?"
3937829,s sungura mdogo baada ya kuacha kunyonya ni pesa ngapi,swa,rabbit,ke,2017-11-27 17:21:44+00:00,I'm a little rabbit after I quit breastfeeding and how much money.
3937838,Wefarm E  n 20 ninyenda kuhinga ebicori bya mabere 3 embibo ejo nimbibo kyi? NDI john kitonzi,nyn,maize,ug,2017-11-27 17:22:19+00:00,Wefarm E n 20  I'm going to plant three bears' bears tomorrow night?
3937840,"S nitaeza pata wapi mbegu za nyanya' kilele f1' im from nyamira county, cal 0717838698 ,",swa,tomato,ke,2017-11-27 17:22:20+00:00,"I'm trying to locate tomato seeds from nyamira county, cal 0717838698,"
3937847,S Kuna ainangapi ya sungura,swa,rabbit,ke,2017-11-27 17:22:44+00:00,There's a lot of snoring.
3937872,s kuku zagu zina ara sijui shida iko wapi?,swa,poultry,ke,2017-11-27 17:23:55+00:00,What's the name of the cookie if I don't know where it is?
3937896,E OBUTUMWA Rashiid Nabuza Okuhinga Obutunda Oburyahamutindo Nobuhingota Kuruga Hakiti Kuzahakyindi,nyn,passion-fruit,ug,2017-11-27 17:25:13+00:00,Rashiid Nabuza Okuhinga Obutunda Oburyahamutindo and Nobuhingota Kuruga Hakiti Kuzahakindi are also known as Rashiid Nabuza.
3937977,NATAKA KUJUA NI DAWA GANI YA KAHAWA YENYE ITAFANYA IZIMWAGIKE?,swa,cereal,ke,2017-11-27 17:28:29+00:00,Do I need to know which coffee medication I should be taking?
3937977,NATAKA KUJUA NI DAWA GANI YA KAHAWA YENYE ITAFANYA IZIMWAGIKE?,swa,coffee,ke,2017-11-27 17:28:29+00:00,Do I need to know which coffee medication I should be taking?
3938015,S.naulzaa natka kpnda cabbage ni mbegu gan.inayofaa msimu huu?,swa,,ke,2017-11-27 17:30:02+00:00,S.naulzaa natka kpnda cabbage and seeds gan.ayoyo this season?
3938018,s  mbegu ya kupanda wakati wakiangasi nimahindi gani manzuri  yakupanda,swa,,ke,2017-11-27 17:30:09+00:00,The seeds to be sown during the planting process are the same as the seeds to be sown during the planting process.
3938078,S.ni dawa gani inafaa kupigia viazi?,swa,potato,ke,2017-11-27 17:32:41+00:00,Which medication is suitable for pickling potatoes?
3938082,S Nini husababisha BLITHS kwa vitungu,swa,onion,ke,2017-11-27 17:32:48+00:00,What is the cause of BLITHS in epilepsy?
3938104,S Mimi niko na kuku kila wakati wanakohoa naweza tibu na dawa gani?,swa,poultry,ke,2017-11-27 17:33:37+00:00,I'm with the chicken every time they cough.What medication can I take?
3938166,S Mbwa hinamalisa miezi isae?,swa,dog,ke,2017-11-27 17:35:51+00:00,How many months have passed?
3938168,S je dawa ya kutibu BLITH inaitwaje,swa,,ke,2017-11-27 17:35:53+00:00,It's a remedy for blindness.
3938177,Q:Ni nini tutafanya ili kukinga viwavi kuaribu mimea kwa upanzi ufuatao?,swa,plant,ke,2017-11-27 17:36:30+00:00,Q:What are we going to do to prevent spiders from eating plants in the next outbreak?
3938188,Q   mahindi yangu imekuliwa na wo,swa,maize,ke,2017-11-27 17:37:13+00:00,Q My corn is eaten by you.
3938208,Buster ya viazi ni ipi,swa,potato,ke,2017-11-27 17:38:04+00:00,Buster's travels are not easy.
3938293,E nisitaji ki yokutandikiraho okufuhirira enyanya,nyn,tomato,ug,2017-11-27 17:41:08+00:00,I don't need you to write me a letter of resentment.
3938334,s bado sijajua sungura anakomaa baada ya muda gani,swa,rabbit,ke,2017-11-27 17:42:56+00:00,I still don't know how long it takes for a rabbit to mature.
3938357,E Omuhingi nabuza enkoko kaneyaturira ebiro 21 kandi enkanga yo neyaturira ebiro bingahe?,nyn,guinea-fowl,ug,2017-11-27 17:44:04+00:00,E Omuhingi asked the chicken to breastfeed for 21 days and how long did the chicken breastfeed?
3938357,E Omuhingi nabuza enkoko kaneyaturira ebiro 21 kandi enkanga yo neyaturira ebiro bingahe?,nyn,chicken,ug,2017-11-27 17:44:04+00:00,E Omuhingi asked the chicken to breastfeed for 21 days and how long did the chicken breastfeed?
3938359,S MBEGU YA MAINDI INATOKA WAPI KENYA HII!,swa,maize,ke,2017-11-27 17:44:11+00:00,Where does life come from in Kenya!
3938374,Q Shamba Heka Mmoja Inachukua Kiasi Gani Ya Mbegu Ya Cabbege?,swa,potato,ke,2017-11-27 17:44:47+00:00,Q. How much grain of grapefruit does it take per hectare?
3938378,"S,Ningependa kufunga sungura kumi ninaitaji nyumba size ngani.",swa,rabbit,ke,2017-11-27 17:45:04+00:00,"S,I don't want to pack ten rabbits I need a house size."
3938382,E John nimbunza ahabwenkyi obutaratambi nibukunda omubaginga.,nyn,,ug,2017-11-27 17:45:17+00:00,"And John, I'm going to tell you a story about a boy who doesn't want to dance."
3938403,E Nahurira Ngu Nimwe Gyesa Ebyo Buhingi Omuri Mbarara Nimba Shanga Nkahi Ndi Albet N,nyn,,ug,2017-11-27 17:46:47+00:00,I'm going to tell you what's going on in your life if you're using the alphabet N.
3938425,S pai pai huchukua miaka mingapi ndo ivunwe,swa,paw-paw,ke,2017-11-27 17:47:58+00:00,It takes a few years to harvest.
3938439,S ni dawa ganu hutumiwa kumaliza bright katika nyanya,swa,tomato,ke,2017-11-27 17:48:47+00:00,S is a generic drug used to finish bright in tomatoes.
3938460,E BWEMBA NE KILLO ZANGE LUKUMI (1000) EZAKASOLI NSOBOLA OKUFUNA OMUGUZI AMPA SHs 1000?,lug,,ug,2017-11-27 17:49:41+00:00,What is the price of a thousand dollars a day or a thousand shillings a day?
3938463,"s  nataka,kupanda hekambiri nitatumiya mboreya kiwango  gani",swa,cereal,ke,2017-11-27 17:49:44+00:00,I want to know how much more I will be able to do without them.
3938474,s naweza pata sungura wadogo wa kuanza kulea wapi,swa,rabbit,ke,2017-11-27 17:50:07+00:00,I can find a little rabbit to start breeding from.
3938478,S CARROTS IKO NA AINA NGAPI  MBEGU YAO INATOLEWA WAPI SICHA ONA AKITO MAUA,swa,,ke,2017-11-27 17:50:12+00:00,"Carrots have their roots in the world, and their money comes from wherever they live and do good deeds."
3938505,S maharage huchukua muda gan kua tayari,swa,bean,ke,2017-11-27 17:51:41+00:00,S maharage takes some time to prepare.
3938533,E.obuyambi.mpigire.emitumba.nomwani.kookatikaabonacitocecihago.kadikudikutema.ecitumbashagamuemina.mbwenunkoreci.omwanigwetigukayeragye.mupe.amagezi.niduga.rukugiri.bugaagari.rwacigaaju.seru.ninye.Bagyenyi.Agapto.o7736o4l88,nyn,,ug,2017-11-27 17:52:46+00:00,E.obuyambi.mpigire.emitumba.nomwani.kookatikaabonacitocecihago.kadikudikutema.ecitumbashagamuemina.mbwenunkoreci.onwetigwetigukayeragye.mupe.amagezi.niduga.rukugiri.bugaagari.rwacigaaju.seru.ninye.Bagyenyi.Agapto.o7736o4l88
3938537,S Mbuzi akiwa shibi ana inawezakuwa anaminyoo?,swa,goat,ke,2017-11-27 17:52:53+00:00,Is it possible for a goat to become an amoeba?
3938545,s: unawezaje ama ktumia dawa ambayo niya kuuwa panya ili hao panya wacnuke ama ucwaone,swa,paw-paw,ke,2017-11-27 17:53:15+00:00,s: you can either use a drug that will kill you or you can kill you or you can kill you.
3938550,Q-je naweza kutumia dawa gani kuzuia ugonjwa wa kuku wa newcastle,swa,poultry,ke,2017-11-27 17:53:31+00:00,Q-What medication can I use to prevent Newcastle chicken disease?
3938581,Buster mzuri ya kupiga mahindi ikiwa ndogo ni ipi,swa,maize,ke,2017-11-27 17:54:58+00:00,A good buster to beat corn if it is small and spicy.
3938615,"Q Ninapo tumia agrofeed kwa cabbage, ni folia zipi zingine nimzuri hasa wakati wa kiangazi ambapo hamna mvua.",swa,,ke,2017-11-27 17:56:28+00:00,"Q Ninapo uses agrofeed for cabbage, and other zipper folia are especially useful during the summer when there is no rain."
3938629,E nimbasanta kwerinda rugongo Omubume Ninye matius.,nyn,,ug,2017-11-27 17:56:59+00:00,He is the patron saint of Omubume Ninye matius.
3938643,E.green paper atundibwa wa mu masaka.,lug,,ug,2017-11-27 17:57:45+00:00,E.green paper is printed in the kitchen.
3938645,"Q,BATA IKSHA TEGA UNAWEXA HAMSHA MAYAI",swa,duck,ke,2017-11-27 17:57:47+00:00,"Q,BATA IKSHA TEGA UNAWEXA HAMSHA MAYAI was born in May."
3938656,"S,nko na minji nauriza naweza tumiya boreya gani iwe na minji mingi",swa,snow-pea,ke,2017-11-27 17:58:07+00:00,"S,nko na minji nauriza naweza tumiya boreya gani iwe na minji as much"
3938667,E nimbuza omubazi gwokwita akakoko akaratuma omuceri gwatarika ekitariko kyomire,nyn,rice,ug,2017-11-27 17:58:45+00:00,He asked the bus driver to call her and sent the omuceri gwatarika to the dry date.
3938670,E OBUTUZI NIBABUHINGA BATA?,nyn,mushroom,ug,2017-11-27 17:58:47+00:00,What's the point of having a baby?
3938674,E Nimbuza Ebihimba Kubigwire Esharo Hati Nibigura Bita Kindi Okwe Nikahi?,nyn,bean,ug,2017-11-27 17:58:56+00:00,Do you want to know if I'm going to get married?
3938691,s  mboreya  kianyeji  hapakwetu  haipatikani,swa,chicken,ke,2017-11-27 18:00:04+00:00,s mboreya kianyeji hapakwetu haipatikani is not included.
3938706,Je viazi gunia moja nairobi ni bei gani?,swa,potato,ke,2017-11-27 18:00:35+00:00,How much is the price of a single barbecue in Nairobi?
3938754,JIBU  S:  KUNAYO   DAWA  YA   MINYOO  KWA  KUKU  NA  KANGA?,swa,guinea-fowl,ke,2017-11-27 18:03:21+00:00,QUESTION: Is there a cure for my heart?
3938754,JIBU  S:  KUNAYO   DAWA  YA   MINYOO  KWA  KUKU  NA  KANGA?,swa,poultry,ke,2017-11-27 18:03:21+00:00,QUESTION: Is there a cure for my heart?
3938765,Nibanyeta  FRED kuruga  ndaija  rwampara  E34  Embuzi yangye nereta  orushagama nketorogire kand tekemire mbwenu nkakozesa mubaziki?,nyn,goat,ug,2017-11-27 18:03:56+00:00,Where did I get the FRED to sign the E34 E34 Goat and send the orushagama as a caterpillar?
3938784,s  nikoupandewa kuria,swa,,ke,2017-11-27 18:04:31+00:00,I'm going to send you a message.
3938796,Q mkojo wa sungura unauzwa wapi na bei gani kwa lita kumi?,swa,rabbit,ke,2017-11-27 18:04:55+00:00,Q  Where and how much is a rabbit's milk sold per ten liters?
3938823,"Q N Dawa gani unawapa vifaranga ili wasikufe, baada y kuanguliwa?",swa,chicken,ke,2017-11-27 18:06:04+00:00,"Q. What medication do you give away or cook, after the test?"
3938866,Q Proceedu Ya Kupanda Tikitimaji Ni Gani?,swa,watermelon,ke,2017-11-27 18:07:36+00:00,Q. What is the procedure for cancelling tickets?
3938882,q n dawa gani unaeza pea vifaranga ili wasikufe baada ya kuanguliwa?,swa,chicken,ke,2017-11-27 18:08:19+00:00,What kind of medication do you take to get rid of the infection after the procedure?
3938913,Q.NLPATA HABR KUWAKNA NDUMA YAMIEX 3 N KWL?,swa,taro,ke,2017-11-27 18:10:08+00:00,Q. How do you know the price of YAMIEX 3 N KWL?
3938931,E# Natamba C nimbuza esenene zona kaniziba zine amahuri omunda Kandi Orwene akakyira norutakine zona kazine amauri omunda mbwenu orushija niruha ?,nyn,acacia,ug,2017-11-27 18:11:09+00:00,E# Natamba C  I'm wondering what kind of fountains there are inside and who is going to run away and what kind of casinos there are inside if you want to get rid of them?
3938932,s  natumi  ya  dukani,swa,,ke,2017-11-27 18:11:09+00:00,S natumi of the dukani
3938962,E omwani gwangye nigoma amatagi korekyi mwebare,nyn,coffee,ug,2017-11-27 18:12:19+00:00,E omwani gwangye nigoma amatagi korekyi mwebare is the name of the game.
3938979,Q Nayo Dawa Ku Fighit Worms Zinazokula Maize Ni Gani?,swa,,ke,2017-11-27 18:12:51+00:00,Q. What are the medicines and worms that feed corn?
3938992,Q Nyuki Za Jirani Zinakula Maua Kwangu Lakini Namwomba Ndama Za Nyuki Ananyima Nimfanye Aje?,swa,cattle,ke,2017-11-27 18:13:08+00:00,"Q Neighbours' bees feed on me, but should I ask for honey bees to come?"
3938992,Q Nyuki Za Jirani Zinakula Maua Kwangu Lakini Namwomba Ndama Za Nyuki Ananyima Nimfanye Aje?,swa,bee,ke,2017-11-27 18:13:08+00:00,"Q Neighbours' bees feed on me, but should I ask for honey bees to come?"
3938993,"E Ebeeyi Yebihimba Yellow ,Short Neyinganaki Okwe Omubutare.",nyn,bean,ug,2017-11-27 18:13:08+00:00,"Ebeeyi Yebihimba Yellow, short Neyinganaki Okwe Omubutare."
3939006,E:omuri  ibanda wahinga gurini pepa akatare karimu,nyn,,ug,2017-11-27 18:13:27+00:00,E:omuri ibanda wahinga gurini paper katare karimu
3939034,"Q,NAWEZA PATA WAP",swa,,ke,2017-11-27 18:14:47+00:00,"Q,NAWEZA PATA  WAP was born."
3939036,E nikiekirikurate enkoko yetera amawuri garikutetem,nyn,chicken,ug,2017-11-27 18:14:58+00:00,E Nikiekirikurate the chicken that is raised in the nest is garikutetem.
3939094,q n aina gani y chakula mzuri kw kifaranga,swa,chicken,ke,2017-11-27 18:17:32+00:00,What kind of food is good for your money?
3939114,E Yegite Sharura Embuzi Zatormwoga Nozihaci?,nyn,goat,ug,2017-11-27 18:18:15+00:00,What is Yegite Sharura Embuzi Zatormwoga Nozihaci?
3939185,"E Ninyanika muhogo, yaheza koma erugamu esano erikwiragura.nkoreki ?",nyn,cassava,ug,2017-11-27 18:22:35+00:00,"E Ninyanika muhogo, yaheza koma erugamu isano erikwiragura.nkoreki ?"
3939199,E  NOBASA  OTA  OKUFUHIRIRA  BURIZOBA  TIHEINE  EKYORIKUKORA  OFUHIRIRE  OMURUNDI  GUMWE  OMARE  EMYEZI  ESHATU  OBONE  OKUFUHIRIRA  NDI  BYARUGABA  PIO  KAMWEGE  E  25,nyn,,ug,2017-11-27 18:23:09+00:00,EYORIKORA OF FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIRST FIR
3939212,E Immanuel nabuza ente yarya akaverakomwonyo okagiyamba ota?,nyn,cattle,ug,2017-11-27 18:23:45+00:00,Is Immanuel Nabuzz who has been compared to the first three?
3939233,S  je  njungu  inafaa  kupaliliwa  mara  ngapi  kabla  kuvuna??,swa,guava,ke,2017-11-27 18:25:43+00:00,How many times before harvest is it worth spraying?
3939241,S miwa upatika wapi nataka mbegu.,swa,cereal,ke,2017-11-27 18:26:15+00:00,I'm going to pick up where I'm going with the seeds.
3939241,S miwa upatika wapi nataka mbegu.,swa,sugar-cane,ke,2017-11-27 18:26:15+00:00,I'm going to pick up where I'm going with the seeds.
3939282,"E
Nkajezaho izoba rimwe naha obume bwanje chachu bwagirya konka omusandejo bwahindukaho ahadebeka mwenu, nimbuza nikirungi ninga nikibi!
Kandi ni byokuryaci ebishemerire obume obwahati nibuha emikamba omwata endere'binyasi amaizi nebindi ebyaburizo.",nyn,rabbit,ug,2017-11-27 18:29:06+00:00,"But when one day my taste of salt has turned into a delicacy in your presence, I have tasted as good as bad, and as good as bad, and as good as bad, and as good as bad, and as good as bad, and as good as bad, and as good as bad, and as good as good, and as good as good, and as good as good, and as good as good, and as good as good, and as good as good, and as good as good, and as good as good, and as good as good, and as good as good, and as good as good, and good as good as good, and good as good, and good as good as good, and good as good, and good as good, and good as good, and good as good, and good as good as good, and good as good as good, and good as good, and good as well as good, and good as good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and good, and, and good, and, and, and, and, and good, and, and, and, and, and,"
3939303,E kati kasoli alikumeka,lug,maize,ug,2017-11-27 18:30:39+00:00,"In the meantime, the castle is in a state of disrepair."
3939306,S Kondoo wangu wanangoka manyoya ovyo ovyo je shida ni gani,swa,sheep,ke,2017-11-27 18:30:44+00:00,"My sheep are full of wool, and I don't care what they say."
3939307,E Ndi Darias nimbuza  enkoko zangye zirwire orukororo nkaziha mubaziki,nyn,chicken,ug,2017-11-27 18:30:46+00:00,E I  Darias asked the chickens to flee the trap and the lady of the house.
3939310,Natafuta Market Ya Sukuma Eka Moja Nimepanda.,swa,,ke,2017-11-27 18:30:52+00:00,I've been looking for a market to buy a home.
3939339,E# Ndi Natamba Cleo Kunaza Kubuza Nabanza Nazikyekinga Zombi Orwine Akakyira Norutakine  Nashanga Zona Zine Amahuri,nyn,,ug,2017-11-27 18:33:01+00:00,E# and Natamba Cleo Kunaza will stop Nabanza and stop the Zombies Orwine Akakyira and Norutakine will find the Zone of Power.
3939346,Q BIOTRIM-VET oral powder NI DAWA YA VIFARANGA WA WIKI MOJA,swa,chicken,ke,2017-11-27 18:33:25+00:00,Q BIOTRIM-VET oral powder and a weekly prescription drug.
3939363,E Habwaki ebihimba nebicori bitari habeyi nungi?,nyn,maize,ug,2017-11-27 18:34:40+00:00,Why did Habakkuk's nebihimba nebicori not last a long time?
3939363,E Habwaki ebihimba nebicori bitari habeyi nungi?,nyn,bean,ug,2017-11-27 18:34:40+00:00,Why did Habakkuk's nebihimba nebicori not last a long time?
3939393,E HATI OMUNTU YABA ARENDA KUHINGA MUHOGO NABASA KUGIHIINGA NINGA SIZONI YAWIREYO.,nyn,cassava,ug,2017-11-27 18:36:41+00:00,"Even if someone doesn't want to talk to you, they can't go to the bathroom."
3939414,E Enkoko Zaba Zikurya Zikahaga Kwonka Zitakutera Mahuri Nozihaki?,nyn,chicken,ug,2017-11-27 18:37:32+00:00,Do you think that the food is enough to attract Mahuri Nozihaki?
3939436,Ente yangye necugura  ngihe mubazi ki? ndi Martha Kuruga Sheema.,nyn,cattle,ug,2017-11-27 18:38:46+00:00,What kind of nurse is Martha Kuruga Sheema?
3939451,E omubazi gwe ekikoko kye emitumba ne ebikyori niguha,nyn,,ug,2017-11-27 18:39:49+00:00,"He's a big fan of his, but he's also a big fan of his, and he's also a big fan of his."
3939455,E Chrias Ibanda Nibuza Embei Yomwan Nizingahi Omubisi,nyn,,ug,2017-11-27 18:39:59+00:00,E Chrias Ibanda Nibuza Embei Yomwan Nizingahi Omubisi was born in the city of Nibuza.
3939481,E mundangyir' akatale k'obume ninye benjamin rubanda.,nyn,rabbit,ug,2017-11-27 18:42:14+00:00,I'm going to take a look at the book by Benjamin Rubanda.
3939519,E. Mbwenu nihakugwa enjura nari.,nyn,,ug,2017-11-27 18:45:54+00:00,E. If you fall into a trap or something.
3939528,Wefarm E kuninyenda  ebihimbo,nyn,bean,ug,2017-11-27 18:46:41+00:00,Wefarm is a family owned and operated business.
3939546,"E Nimpiga Ebihimba Bimera Gye Esande Keibiri Bitandika Kutukura Nokwoma Nkozese Mubazi Ki,",nyn,bean,ug,2017-11-27 18:48:29+00:00,"E Nimpiga Ebihimba grows for about two weeks, causing it to grow red and black."
3939553,"E hamuza kasana luweero, nina lumonde musiri gumu 0700508049",lug,sweet-potato,ug,2017-11-27 18:49:15+00:00,"E hamuza kasana luweweero, nina lumonde musiri gumu 0700508049 was born in the city."
3939588,nyanya zangu zinanyauka tu shida hii humalizwa na dawa gani?,swa,tomato,ke,2017-11-27 18:52:25+00:00,My grandmother's only problem is what medication is used to solve this problem?
3939592,E. Nimbuza enjura nekuggwa?,nyn,,ug,2017-11-27 18:52:30+00:00,E Nimbuza juice and spices?
3939598,E enyanya nizerera  emwenzi engahi  ndi pidson  mabaale kamwenge.,nyn,tomato,ug,2017-11-27 18:52:58+00:00,I've been spending a lot of time with my friends and I've been spending a lot of time with my friends and I've been spending a lot of time with my friends and I've been spending a lot of time with my friends and I've been spending a lot of time with my friends and I've been spending a lot of time with my friends and I've been spending a lot of time with my friends and I've been spending a lot of time with my friends and I've been spending a lot of time with them.
3939624,Q; Niko Na Ng'ombe But Inapozaa Haitoi Maziwa Ndama Wanakufatu Sijui Ni Kwa Nini??,swa,cattle,ke,2017-11-27 18:54:43+00:00,Q; Nicko and the Cow But When It Bears Haitoi Milk Ndama Wanakufatu I Don't Know And Why?
3939626,S Mbuzi Wangu Anaendesha,swa,goat,ke,2017-11-27 18:54:56+00:00,My goat is riding.
3939682,S Layers mash inapatikana wapi?,swa,,ke,2017-11-27 18:58:39+00:00,Where is S Layers mash available?
3939695,Mkulima anauliza: nyanya zangu zinaungua. nitumie dawa gani jamani.. Jibu S6 ikifuatiwa na jibu lako.,swa,tomato,ke,2017-11-27 19:00:10+00:00,The farmer asks: my grandmother is on fire. what kind of German medicine should I use. answer S6 followed by your answer.
3939709,E NYINE OBUTUNDA BWANGYE NFUHIRIZE MUBAZI KI,nyn,passion-fruit,ug,2017-11-27 19:01:24+00:00,It's my testimony that has angered my wife.
3939712,"E,   EKIBUUZO, KYAJE, NIBUZA,AKATARE, KEBICORI, NIZINGAHI,  NINYE, KATETE  BOSCO?",nyn,maize,ug,2017-11-27 19:01:46+00:00,"E, EKIBUUZO, KYAJE, NIBUZA, AKATARE, KEBICORI, NIZINGAHI, who, who, and what?"
3939714,"E Ebinyobwa nibigura bita, INNOCENT RUBANDA.",nyn,,ug,2017-11-27 19:01:49+00:00,"Ebinyobwa is called nibigura bita, INNOCENT RUBANDA."
3939729,S.NI MWEZI  NGANI MZURI WA KUPANDA TOMATO?,swa,,ke,2017-11-27 19:03:11+00:00,How much does it cost to grow a tomato?
3939753,"E Enjoki Nizihakurwa Emirundi Engahi Omumwaka Kandi Omukwangahi,",nyn,bee,ug,2017-11-27 19:05:51+00:00,"E Enjoki is harvested many times a year and is greedy,"
3939819,S.kama kuku wamekuwa wengi sana nitafanjeje ili kupunguza hatari ya kuambukizana ugonjwa?,swa,poultry,ke,2017-11-27 19:10:25+00:00,S. if chickens have been too many to breed to reduce the risk of infection?
3939886,E NYOWE NDI OMUHINGI WOBUTUNDA NINYENDA KUMANYA OMUBAZI GWOKUTAMBA OKUKOOKOOTA,nyn,passion-fruit,ug,2017-11-27 19:16:11+00:00,You're the one who needs to know how to cook.
3939892,E# LUKENGE INNOCENT MYEZI KI ZETUSUBIRAMU ENKUBA ENO ENAKASONGOLA,lug,,ug,2017-11-27 19:16:39+00:00,E# LUKENGE INNOCENT MYEZI and ZETUBIRAMUS are the only ones who are innocent.
3939905,E Gyanike otaginikire nezakwomagye.,nyn,,ug,2017-11-27 19:17:45+00:00,And Gyanike Otaginikire and his colleagues.
3939930,Q Ninaweza Kupataje Kuku Wa Kulalia Mayai,swa,poultry,ke,2017-11-27 19:20:10+00:00,Q I can cook chicken  Kulalia Mayai
3939940,e hati nibwo ntandicyire kuhinga mpinjire ibicori hati omuntu yasharura nimwe nimwe muteraga hakatare?,nyn,maize,ug,2017-11-27 19:20:58+00:00,Shall I then cease to reap what is reaped by those who reap what you reap?
3939956,E.MWASIBA MUTA? ninyenda munyambe  mungambire ebika bye mbubo zebihimba ebirikukira kwerage?..NDI EMMA FRM BUHWEJU,nyn,bean,ug,2017-11-27 19:22:05+00:00,E.M.WASIBA MUTA? if you can help me tell you about the eggs that fly to the ground?
